cat,template,type
Spatial Join Query,Can you tell me which POINT are in the neighborhoods whose names start with the letter * in REGION?,1
Spatial Join Query,Can you tell me which REGION are in each neighborhood in REGION?,0
Spatial Join Query,Can you tell me which REGION are in the neighborhoods in REGION?,0
Spatial Join Query,Can you tell me which REGION are in the neighborhoods whose names end with the letter * in REGION?,1
Spatial Join Query,Can you tell me which REGION are in the neighborhoods whose names start with the letter * in REGION?,1
Spatial Join Query,Can you tell me which REGION these LINE are located in?,1
Spatial Join Query,Can you tell me which REGION these POINT are located in?,1
Spatial Join Query,Can you tell me which REGION these REGION are located in?,1
Spatial Join Query,Can you tell me which REGION these X LINE are located in?,1
Spatial Join Query,Can you tell me which REGION these X POINT are located in?,1
Spatial Join Query,Can you tell me which REGION these X REGION are located in?,1
Spatial Join Query,Find the LINE situated in REGION.,0
Spatial Join Query,Find the LINE situated within X kilometers of REGION.,0
Spatial Join Query,Find the LINE that are located in REGION.,0
Spatial Join Query,Find the LINE that are within the boundaries of REGION.,0
Spatial Join Query,Find the LINE that are within the REGION.,0
Spatial Join Query,Find the POINT situated in LINE.,0
Spatial Join Query,Find the POINT situated in REGION.,0
Spatial Join Query,Find the POINT situated within X kilometers of REGION.,0
Spatial Join Query,Find the POINT that are located in REGION.,0
Spatial Join Query,Find the POINT that are within the boundaries of REGION.,0
Spatial Join Query,Find the POINT that are within the REGION.,0
Spatial Join Query,Find the REGION situated in REGION.,0
Spatial Join Query,Find the REGION situated within X kilometers of REGION.,0
Spatial Join Query,Find the REGION that are located in REGION.,0
Spatial Join Query,Find the REGION that are within the boundaries of REGION.,0
Spatial Join Query,Find the REGION that are within REGION.,0
Spatial Join Query,Identify the LINE in REGION.,0
Spatial Join Query,Identify the LINE of REGION.,0
Spatial Join Query,Identify the LINE situated in REGION.,0
Spatial Join Query,Identify the LINE that are situated within REGION.,0
Spatial Join Query,Identify the LINE that are within REGION.,0
Spatial Join Query,Identify the POINT in REGION.,0
Spatial Join Query,Identify the POINT located in REGION.,0
Spatial Join Query,Identify the POINT of REGION.,0
Spatial Join Query,Identify the POINT situated in REGION.,0
Spatial Join Query,Identify the POINT that are situated within REGION.,0
Spatial Join Query,Identify the POINT that are within REGION.,0
Spatial Join Query,Identify the REGION in REGION.,0
Spatial Join Query,Identify the REGION of REGION.,0
Spatial Join Query,Identify the REGION situated in REGION.,0
Spatial Join Query,Identify the REGION that are situated within REGION.,0
Spatial Join Query,Identify the REGION that are within REGION.,0
Spatial Join Query,In what REGION are these LINE located?,1
Spatial Join Query,In what REGION are these POINT located?,1
Spatial Join Query,In what REGION are these REGION located?,1
Spatial Join Query,In which REGION are these LINE located?,1
Spatial Join Query,In which REGION are these POINT located?,1
Spatial Join Query,In which REGION are these REGION located?,1
Spatial Join Query,List the LINE located in REGION.,0
Spatial Join Query,List the LINE located within X kilometers of REGION.,0
Spatial Join Query,List the LINE situated in REGION.,0
Spatial Join Query,List the LINE situated within REGION.,0
Spatial Join Query,List the LINE that are within REGION.,0
Spatial Join Query,List the LINE that are within the boundaries of REGION.,0
Spatial Join Query,List the LINE within REGION.,0
Spatial Join Query,List the LINE within the boundaries of REGION.,0
Spatial Join Query,List the POINT located in REGION.,0
Spatial Join Query,List the POINT located within X kilometers of REGION.,0
Spatial Join Query,List the POINT situated in REGION.,0
Spatial Join Query,List the POINT situated within the REGION.,0
Spatial Join Query,List the POINT that are within REGION.,0
Spatial Join Query,List the POINT that are within the boundaries of REGION.,0
Spatial Join Query,List the POINT within REGION.,0
Spatial Join Query,List the POINT within the boundaries of REGION.,0
Spatial Join Query,List the POINT within the REGION.,0
Spatial Join Query,List the REGION located in REGION.,0
Spatial Join Query,List the REGION located within X kilometers of REGION.,0
Spatial Join Query,List the REGION situated in REGION.,0
Spatial Join Query,List the REGION situated within the REGION.,0
Spatial Join Query,List the REGION that are within REGION.,0
Spatial Join Query,List the REGION that are within the boundaries of REGION.,0
Spatial Join Query,List the REGION within REGION.,0
Spatial Join Query,List the REGION within the boundaries of REGION.,0
Spatial Join Query,Locate the LINE in REGION.,0
Spatial Join Query,Locate the LINE situated in REGION.,0
Spatial Join Query,Locate the LINE that are situated within the boundaries of REGION.,0
Spatial Join Query,Locate the LINE that are within REGION.,0
Spatial Join Query,Locate the LINE within REGION.,0
Spatial Join Query,Locate the POINT in REGION.,0
Spatial Join Query,Locate the POINT situated in REGION.,0
Spatial Join Query,Locate the POINT that are situated within the boundaries of REGION.,0
Spatial Join Query,Locate the POINT that are within REGION.,0
Spatial Join Query,Locate the POINT within REGION.,0
Spatial Join Query,Locate the REGION in REGION.,0
Spatial Join Query,Locate the REGION situated in REGION.,0
Spatial Join Query,Locate the REGION that are situated within the boundaries of REGION.,0
Spatial Join Query,Locate the REGION that are within REGION.,0
Spatial Join Query,Locate the REGION within REGION.,0
Spatial Join Query,On which LINE are all the POINT located?,1
Spatial Join Query,On which LINE are POINT located?,0
Spatial Join Query,On which LINE are POINT with * in their names?,1
Spatial Join Query,On which LINE are these POINT located?,1
Spatial Join Query,Please list the LINE in each region in REGION separately.,0
Spatial Join Query,Please list the LINE in each region in REGION.,0
Spatial Join Query,Please list the LINE in REGION separately.,0
Spatial Join Query,Please list the LINE of each region in REGION whose name begins with the letter *.,1
Spatial Join Query,Please list the LINE where REGION is located.,0
Spatial Join Query,Please list the LINE that each LINE in REGION passes through.,2
Spatial Join Query,Please list the LINE that each LINE whose name begins with the letter * goes through.,1
Spatial Join Query,Please list the LINE that intersect any LINE in REGION.,2
Spatial Join Query,Please list the LINE that intersect LINE with more than X nodes.,1
Spatial Join Query,Please list the LINE that intersect the LINE whose names begin with the letter * in REGION.,2
Spatial Join Query,Please list the LINE with a length of more than X kilometers that intersect any LINE in REGION.,2
Spatial Join Query,Please list the LINE with a population of more than X that each LINE passes through.,1
Spatial Join Query,Please list the POINT in each region in REGION separately.,1
Spatial Join Query,Please list the POINT in each region in REGION.,1
Spatial Join Query,Please list the POINT in REGION separately.,0
Spatial Join Query,Please list the POINT of each region in REGION whose name begins with the letter *.,1
Spatial Join Query,Please list the POINT that each LINE in REGION passes through.,2
Spatial Join Query,Please list the POINT that each LINE whose name begins with the letter * goes through.,1
Spatial Join Query,Please list the POINT with a population of more than X that each LINE passes through.,1
Spatial Join Query,Please list the REGION have an area of less than X square kilometers in each REGION.,1
Spatial Join Query,Please list the REGION have an area of less than X square kilometers in REGION whose names begin with the letter *.,1
Spatial Join Query,Please list the REGION in each region in REGION separately.,1
Spatial Join Query,Please list the REGION in each region in REGION.,1
Spatial Join Query,Please list the REGION in REGION separately.,0
Spatial Join Query,Please list the REGION in which these LINE are located.,1
Spatial Join Query,Please list the REGION in which these POINT are located.,1
Spatial Join Query,Please list the REGION in which these REGION are located.,1
Spatial Join Query,Please list the REGION of each region in REGION whose name begins with the letter *.,0
Spatial Join Query,Please list the REGION that each LINE in REGION passes through.,2
Spatial Join Query,Please list the REGION that each LINE whose name begins with the letter * goes through.,1
Spatial Join Query,Please list the REGION with a population of more than X that each LINE passes through.,1
Spatial Join Query,Provide a list of LINE which located in REGION.,0
Spatial Join Query,Provide a list of LINE which situated in REGION.,0
Spatial Join Query,Provide a list of POINT which located in REGION.,0
Spatial Join Query,Provide a list of POINT which situated in REGION.,0
Spatial Join Query,Provide a list of REGION which located in REGION.,0
Spatial Join Query,Provide a list of REGION which situated in REGION.,0
Spatial Join Query,Show all LINE that intersect with REGION.,0
Spatial Join Query,Show all LINE that intersect with LINE.,0
Spatial Join Query,Show me LINE that are located in REGION.,0
Spatial Join Query,Show me LINE that are situated in REGION.,0
Spatial Join Query,Show me LINE that are within the boundaries of REGION.,0
Spatial Join Query,Show me LINE which located within X miles of REGION.,0
Spatial Join Query,Show me LINE which situated within X kilometers of REGION.,0
Spatial Join Query,Show me POINT that are located in LINE.,0
