cat,query,relations,entities
Nearest Neighbor Query,Find the nearest region in Flaechen to Neu-Westend.,['Flaechen'],['Neu-Westend']
Nearest Neighbor Query,List the 4 Flaechen that are closest to Großer Patschsee.,['Flaechen'],['Großer Patschsee']
Nearest Neighbor Query,Which are the 2 OrteCity closest to Königs Wusterhausen - Zeuthen?,['OrteCity'],['Königs Wusterhausen - Zeuthen']
Nearest Neighbor Query,Determine the nearest region in Flaechen relative to Kohlhasenbrücker Str..,['Flaechen'],['Kohlhasenbrücker Str.']
Nearest Neighbor Query,Show me the closest line in Landstrassen from Sanjiang Road.,['Landstrassen'],['Sanjiang Road']
Nearest Neighbor Query,Find the nearest SBahn to Neukölln.,['SBahn'],['Neukölln']
Nearest Neighbor Query,List the 4 closest Sehenswuerdreg near Usedomer Str. (Wedding).,['Sehenswuerdreg'],['Usedomer Str. (Wedding)']
Nearest Neighbor Query,Determine the closest point in UBahnhof relative to Pujiang Road.,['UBahnhof'],['Pujiang Road']
Nearest Neighbor Query,Focus on the closest point in SBahnhof from Cri-Cri am Engelbecken.,['SBahnhof'],['Cri-Cri am Engelbecken']
Nearest Neighbor Query,Please tell me the 4 nearest WFlaechen to this Prinz-Friedrich-Leopold-Kanal.,['WFlaechen'],['Prinz-Friedrich-Leopold-Kanal']
Nearest Neighbor Query,"Please tell me the 5 nearest RBahnhof to this RE4,RE5,RB22,RB24.",['RBahnhof'],"['RE4,RE5,RB22,RB24']"
Nearest Neighbor Query,Zoom in on the nearest point in OrteCity from Schulzendorf.,['OrteCity'],['Schulzendorf']
Nearest Neighbor Query,Find the closest point to Wasserumland2 within Janus.,['Wasserumland2'],['Janus']
Nearest Neighbor Query,Can you recommend the 1 closest OrteCity to Thielpark?,['OrteCity'],['Thielpark']
Nearest Neighbor Query,Locate the nearest point in RBahnhof from Gasthaus Babel.,['RBahnhof'],['Gasthaus Babel']
Nearest Neighbor Query,Retrieve the nearest region within Sehenswuerdreg compared to Café Möhring.,['Sehenswuerdreg'],['Café Möhring']
Nearest Neighbor Query,Highlight the nearest line to Sehenswuerdreg in Paul-Löbe-Str..,['Sehenswuerdreg'],['Paul-Löbe-Str.']
Nearest Neighbor Query,Which is the closest Sehenswuerdpoi2 to Jägerallee (Potsdam)?,['Sehenswuerdpoi2'],['Jägerallee (Potsdam)']
Nearest Neighbor Query,Identify the closest point in OrteCity from Schloß Babelsberg.,['OrteCity'],['Schloß Babelsberg']
Nearest Neighbor Query,Show me the nearest Flaechen to Spreehagen - Hartmannsdorf.,['Flaechen'],['Spreehagen - Hartmannsdorf']
Nearest Neighbor Query,Highlight the nearest point in poi to Haus Bethanien.,['poi'],['Haus Bethanien']
Nearest Neighbor Query,Please tell me the nearest SBahn to this Maienwerder Weg.,['SBahn'],['Maienwerder Weg']
Nearest Neighbor Query,List the 4 SBahn closest to Finckensteinallee.,['SBahn'],['Finckensteinallee']
Nearest Neighbor Query,Can you recommend the 4 nearest RBahn to Märkisches Museum?,['RBahn'],['Märkisches Museum']
Nearest Neighbor Query,Show me the closest line in Faehren from Freiherr-vom-Stein-Str. (Schöneberg).,['Faehren'],['Freiherr-vom-Stein-Str. (Schöneberg)']
Nearest Neighbor Query,Determine the nearest point in Orte2 relative to Kornradenstr..,['Orte2'],['Kornradenstr.']
Nearest Neighbor Query,Can you recommend the nearest Restaurants to Luhme - Zechlin?,['Restaurants'],['Luhme - Zechlin']
Nearest Neighbor Query,List the 3 poi that are closest to Grüne Trift (Köpenick).,['poi'],['Grüne Trift (Köpenick)']
Nearest Neighbor Query,Please tell me the 1 nearest UBahnhof to this Stahlbrode.,['UBahnhof'],['Stahlbrode']
Nearest Neighbor Query,Zoom in on the closest region in Flaechen from Kaicheng Road.,['Flaechen'],['Kaicheng Road']
Nearest Neighbor Query,Snapshot the nearest region in Sehenswuerdreg to Berliner Stadtforst Köpenick.,['Sehenswuerdreg'],['Berliner Stadtforst Köpenick']
Nearest Neighbor Query,Locate the nearest region in Flaechen from Birkholzer Allee (Lindenberg).,['Flaechen'],['Birkholzer Allee (Lindenberg)']
Nearest Neighbor Query,What is the closest Sehenswuerdreg to Dittmanns Drogerie - Hotel Grünau?,['Sehenswuerdreg'],['Dittmanns Drogerie - Hotel Grünau']
Nearest Neighbor Query,Show me the nearest Sehenswuerdreg to Hagensche Wiek.,['Sehenswuerdreg'],['Hagensche Wiek']
Nearest Neighbor Query,Find the 1 closest Sehenswuerdreg to Potzlow.,['Sehenswuerdreg'],['Potzlow']
Nearest Neighbor Query,Highlight the nearest line in UBahn to Glöwen.,['UBahn'],['Glöwen']
Nearest Neighbor Query,Get the closest line near Flaechen in Stößensee.,['Flaechen'],['Stößensee']
Nearest Neighbor Query,Can you tell me the nearest poi to Lengeder Str.?,['poi'],['Lengeder Str.']
Nearest Neighbor Query,Locate the 5 closest Kinos to Schwanenweg (Caputh - Eisenbahnbrücke).,['Kinos'],['Schwanenweg (Caputh - Eisenbahnbrücke)']
Nearest Neighbor Query,Please find the 1 closest Kinos to Hollywood.,['Kinos'],['Hollywood']
Nearest Neighbor Query,What are the 5 Sehenswuerdreg closest to Hufelandstr.?,['Sehenswuerdreg'],['Hufelandstr.']
Nearest Neighbor Query,Provide details of the 4 closest SBahn to Rathausstr. (Mariendorf).,['SBahn'],['Rathausstr. (Mariendorf)']
Nearest Neighbor Query,Pinpoint the closest line in Landstrassen relative to Staatsoper.,['Landstrassen'],['Staatsoper']
Nearest Neighbor Query,Pinpoint the closest point in poi relative to Aalemannkanal.,['poi'],['Aalemannkanal']
Nearest Neighbor Query,Which Kinos are the 5 closest to Nangong Road?,['Kinos'],['Nangong Road']
Nearest Neighbor Query,Can you recommend the nearest Sehenswuerdreg to Blumenow?,['Sehenswuerdreg'],['Blumenow']
Nearest Neighbor Query,Select the closest region to Kinos within Sacrower Lanke.,['Kinos'],['Sacrower Lanke']
Nearest Neighbor Query,Determine the closest Sehenswuerdreg to Besenwirtschaft.,['Sehenswuerdreg'],['Besenwirtschaft']
Nearest Neighbor Query,Find the closest 3 Restaurants in the neighborhood of UFA-Filmbühne Wien.,['Restaurants'],['UFA-Filmbühne Wien']
Nearest Neighbor Query,Can you tell me the nearest Landstrassen to Spreebrücke (Fürstenwalde)?,['Landstrassen'],['Spreebrücke (Fürstenwalde)']
Nearest Neighbor Query,Identify the closest Sehenswuerdreg to Rathaus Schöneberg.,['Sehenswuerdreg'],['Rathaus Schöneberg']
Nearest Neighbor Query,Snapshot the nearest region in Flaechen to Tegeler See.,['Flaechen'],['Tegeler See']
Nearest Neighbor Query,Select the nearest line in Landstrassen to XII Apostel.,['Landstrassen'],['XII Apostel']
Nearest Neighbor Query,Focus on the closest point in Orte2 from Cosmarweg.,['Orte2'],['Cosmarweg']
Nearest Neighbor Query,Show me the 1 nearest Kinos to Grabow|b. Burg.,['Kinos'],['Grabow|b. Burg']
Nearest Neighbor Query,Find the closest 1 WFlaechen in the neighborhood of Rüdigerstr. (Lichtenberg).,['WFlaechen'],['Rüdigerstr. (Lichtenberg)']
Nearest Neighbor Query,Zoom in on the closest region in WFlaechen from Schloß Charlottenburg.,['WFlaechen'],['Schloß Charlottenburg']
Nearest Neighbor Query,Which are the 3 Sehenswuerdreg closest to Seddin?,['Sehenswuerdreg'],['Seddin']
Nearest Neighbor Query,Find the nearest Sehenswuerdpoi to Planufer.,['Sehenswuerdpoi'],['Planufer']
Nearest Neighbor Query,List the 1 PLZBoundaries closest to St.-Peter und Paul-Kirche.,['PLZBoundaries'],['St.-Peter und Paul-Kirche']
Nearest Neighbor Query,Please tell me the 3 nearest WStrassen near Dabie?,['WStrassen'],['Dabie']
Nearest Neighbor Query,Which UBahn are the 3 closest to Landschaftspark Wuhletal?,['UBahn'],['Landschaftspark Wuhletal']
Nearest Neighbor Query,Find the 1 nearest Flaechen to Prenzlauer Promenade.,['Flaechen'],['Prenzlauer Promenade']
Nearest Neighbor Query,Locate the closest point in UBahnhof near Schloß Niederschönhausen.,['UBahnhof'],['Schloß Niederschönhausen']
Nearest Neighbor Query,Zoom in on the closest point in OrteCity from S2.,['OrteCity'],['S2']
Nearest Neighbor Query,Can you tell me the 1 closest RBahnhof to Rehwiese?,['RBahnhof'],['Rehwiese']
Nearest Neighbor Query,List the 2 Landstrassen that are closest to Motzen - Bestensee.,['Landstrassen'],['Motzen - Bestensee']
Nearest Neighbor Query,Zoom in on the closest region in Sehenswuerdreg from Charité-Krankenhaus.,['Sehenswuerdreg'],['Charité-Krankenhaus']
Nearest Neighbor Query,Highlight the nearest region in Flaechen to Baggersee Biesdorf.,['Flaechen'],['Baggersee Biesdorf']
Nearest Neighbor Query,Highlight the nearest line to WStrassen in B246: Belzig - Trebbin.,['WStrassen'],['B246: Belzig - Trebbin']
Nearest Neighbor Query,Can you recommend the 4 nearest Flaechen to Gutsmuthsstr.?,['Flaechen'],['Gutsmuthsstr.']
Nearest Neighbor Query,Find the 2 closest Plaetze to Philharmonie.,['Plaetze'],['Philharmonie']
Nearest Neighbor Query,Determine the nearest point in Plaetze relative to Schwanenwerderbrücke.,['Plaetze'],['Schwanenwerderbrücke']
Nearest Neighbor Query,Locate the closest line in WStrassen near Reiswerder.,['WStrassen'],['Reiswerder']
Nearest Neighbor Query,Find the closest 1 Sehenswuerdreg in the neighborhood of Weinstein.,['Sehenswuerdreg'],['Weinstein']
Nearest Neighbor Query,Snapshot the nearest region in Sehenswuerdreg to Freilichtbühne Wuhlheide.,['Sehenswuerdreg'],['Freilichtbühne Wuhlheide']
Nearest Neighbor Query,Focus on the closest point in Orte2 from Deutschlandhalle.,['Orte2'],['Deutschlandhalle']
Nearest Neighbor Query,Locate the nearest WFlaechen to Jeßnitz.,['WFlaechen'],['Jeßnitz']
Nearest Neighbor Query,Locate the 4 closest Sehenswuerdreg to Seditz Ost.,['Sehenswuerdreg'],['Seditz Ost']
Nearest Neighbor Query,Highlight the nearest region in WFlaechen to Annenstr. (Mitte).,['WFlaechen'],['Annenstr. (Mitte)']
Nearest Neighbor Query,Find the 4 nearest UBahn to Gollmitz.,['UBahn'],['Gollmitz']
Nearest Neighbor Query,What are the 4 nearest poi to Dongbao Road?,['poi'],['Dongbao Road']
Nearest Neighbor Query,Determine the nearest point in Sehenswuerdpoi2 relative to Alt-Tempelhof.,['Sehenswuerdpoi2'],['Alt-Tempelhof']
Nearest Neighbor Query,Show me the 1 closest RBahnhof to Elsensee.,['RBahnhof'],['Elsensee']
Nearest Neighbor Query,Find out which strassen is the closest to Werder - Neuhof.,['strassen'],['Werder - Neuhof']
Nearest Neighbor Query,Locate the closest point in Orte2 near Holländisches Viertel.,['Orte2'],['Holländisches Viertel']
Nearest Neighbor Query,Determine the closest point in UBahnhof relative to Gerostr. (Brandenburg).,['UBahnhof'],['Gerostr. (Brandenburg)']
Nearest Neighbor Query,Highlight the nearest line in strassen to Rehwiese.,['strassen'],['Rehwiese']
Nearest Neighbor Query,Pinpoint the closest region in WFlaechen relative to Züsedom.,['WFlaechen'],['Züsedom']
Nearest Neighbor Query,What are the 2 closest WFlaechen to Guyilang?,['WFlaechen'],['Guyilang']
Range Query,Reveal all Flaechen within a 3 - mile range of Baruth - Luckenwalde.,['Flaechen'],['Baruth - Luckenwalde']
Range Query,Note all regions in Flaechen near Akademie der Künste within 1 km distance.,['Flaechen'],['Akademie der Künste']
Range Query,Can you recommend the strassen located on Vockerode - Dessau?,['strassen'],['Vockerode - Dessau']
Range Query,Which RBahn pass through the Sternstr. (Potsdam)?,['RBahn'],['Sternstr. (Potsdam)']
Range Query,Compile a list of all points within a 4 km radius of SBahnhof in Kirche St. Peter u. Paul.,['SBahnhof'],['Kirche St. Peter u. Paul']
Range Query,Display all Kneipen found within a 3 - kilometer range of Benz.,['Kneipen'],['Benz']
Range Query,Discover all RBahnhof within a 5 - mile radius of Köllnische Heide.,['RBahnhof'],['Köllnische Heide']
Range Query,Select points in OrteCity within a 1 km radius of Janny.,['OrteCity'],['Janny']
Range Query,List all Plaetze existing within a 1 - kilometer range of this Zingster Str. (Hohenschönhausen).,['Plaetze'],['Zingster Str. (Hohenschönhausen)']
Range Query,Mark lines in UBahn close to Königsheide within a 3 km range.,['UBahn'],['Königsheide']
Range Query,Flag lines in UBahn close to Esplanade within a 4 km range.,['UBahn'],['Esplanade']
Range Query,List the Flaechen on Am Eichenhain.,['Flaechen'],['Am Eichenhain']
Range Query,Unearth all SBahnhof within a 1 - mile radius of Glienicker Brücke.,['SBahnhof'],['Glienicker Brücke']
Range Query,List all points in Kinos that are within 2 kilometers from Alte Potsdamer Str..,['Kinos'],['Alte Potsdamer Str.']
Range Query,Show me the Flaechen on Gemeindepark Lankwitz.,['Flaechen'],['Gemeindepark Lankwitz']
Range Query,Catalog all points in OrteCity within a range of 2 kilometers from Kettinger Str..,['OrteCity'],['Kettinger Str.']
Range Query,Find all Kinos positioned within a 5 - kilometer radius of Schlachtensee.,['Kinos'],['Schlachtensee']
Range Query,Inquire about lines in Landstrassen2 located within 4 kilometers of Wuhlebecken.,['Landstrassen2'],['Wuhlebecken']
Range Query,Find all WFlaechen positioned within a 3 - kilometer range of Radebeul.,['WFlaechen'],['Radebeul']
Range Query,Bulid a directory of all points within a 3 km radius of UBahnhof in Shannon.,['UBahnhof'],['Shannon']
Range Query,Tell me which Faehren are on Bäkepark?,['Faehren'],['Bäkepark']
Range Query,Select points in Restaurants within a 2 km radius of Pratau.,['Restaurants'],['Pratau']
Range Query,I'm looking for a SBahn on Insel der Jugend. Can you provide details?,['SBahn'],['Insel der Jugend']
Range Query,Spot all WFlaechen within a 1 - mile radius of Flughafensee.,['WFlaechen'],['Flughafensee']
Range Query,Show all Landstrassen2 existing within a 1 - mile radius of Paulinenaue.,['Landstrassen2'],['Paulinenaue']
Range Query,Enumerate all Flaechen within a range of 5 kilometers from Havel.,['Flaechen'],['Havel']
Range Query,Explore all regions within a 5 km distance from Kneipen in Schloß Babelsberg.,['Kneipen'],['Schloß Babelsberg']
Range Query,Compile a list of all regions within a 1 km radius of Plaetze in ehem. Luisenstädtischer Kanal.,['Plaetze'],['ehem. Luisenstädtischer Kanal']
Range Query,Bulid a directory of all regions within a 2 km radius of Flaechen in Deutsche Oper Berlin.,['Flaechen'],['Deutsche Oper Berlin']
Range Query,Log all regions in Sehenswuerdreg near (Zufahrt Forum) within 2 km distance.,['Sehenswuerdreg'],['(Zufahrt Forum)']
Range Query,Alert me of all points in Kinos that are 2 km or less from Seddinsee.,['Kinos'],['Seddinsee']
Range Query,Show all Flaechen existing within a 4 - mile radius of Müggelsee.,['Flaechen'],['Müggelsee']
Range Query,I'm looking for a poi on Museum für Naturkunde. Do you have any recommendations?,['poi'],['Museum für Naturkunde']
Range Query,What Sehenswuerdpoi are there on Renaissance-Theater?,['Sehenswuerdpoi'],['Renaissance-Theater']
Range Query,Identify all Landstrassen located within a 3 - mile range of Toulouse-Lautrec.,['Landstrassen'],['Toulouse-Lautrec']
Range Query,Find all Faehren that are within 4 kilometers of Köpenicker Str. (Biesdorf).,['Faehren'],['Köpenicker Str. (Biesdorf)']
Range Query,Enumerate all Wasserumland2 within a 1 - meter radius of Sony.,['Wasserumland2'],['Sony']
Range Query,Retrieve all Kneipen situated within a 1 - mile radius of Café Kyril.,['Kneipen'],['Café Kyril']
Range Query,Enumerate all Sehenswuerdreg within a 3 - meter radius of ehem. Luisenstädtischer Kanal.,['Sehenswuerdreg'],['ehem. Luisenstädtischer Kanal']
Range Query,Notify me of all points in Plaetze that are 1 km or less from Frankfurter Tor.,['Plaetze'],['Frankfurter Tor']
Range Query,Which Sehenswuerdreg does the B109/B110 flow through?,['Sehenswuerdreg'],['B109/B110']
Range Query,Enumerate all Sehenswuerdreg within a range of 1 kilometers from Die Banke.,['Sehenswuerdreg'],['Die Banke']
Range Query,Retrieve points in SBahnhof situated within 2 - kilometers range of Märkisches Museum.,['SBahnhof'],['Märkisches Museum']
Range Query,What WFlaechen cross the Wilkendorf?,['WFlaechen'],['Wilkendorf']
Range Query,Which strassen are on Schauspielhaus?,['strassen'],['Schauspielhaus']
Range Query,Find all lines within a 5 km distance from OrteCity in Spreeau - Hartmannsdorf.,['OrteCity'],['Spreeau - Hartmannsdorf']
Range Query,Unearth all poi within a 2 - mile radius of Haselhorster Damm.,['poi'],['Haselhorster Damm']
Range Query,Identify all WFlaechen located within a 5 - mile range of Freizeitpark Tegel.,['WFlaechen'],['Freizeitpark Tegel']
Range Query,Track down all Sehenswuerdreg within a 1 - mile range of Königsweg (Grunewald).,['Sehenswuerdreg'],['Königsweg (Grunewald)']
Range Query,Enumerate all Wasserumland2 within a 2 - meter radius of Ziesar.,['Wasserumland2'],['Ziesar']
Range Query,I'm looking for a Kneipen on Freizeit- und Erholungspark Lübars. Which one is it?,['Kneipen'],['Freizeit- und Erholungspark Lübars']
Range Query,Retrieve all Flaechen situated within a 2 - mile range of Viesen.,['Flaechen'],['Viesen']
Range Query,Find all points within a 3 km distance from Restaurants in Paulsternstr..,['Restaurants'],['Paulsternstr.']
Range Query,Log all points in Sehenswuerdpoi near Barssee within 2 km distance.,['Sehenswuerdpoi'],['Barssee']
Range Query,Get all Wasserumland2 within 800 meters of CinemaxX Colosseum.,['Wasserumland2'],['CinemaxX Colosseum']
Range Query,Unearth all Plaetze within a 4 - mile range of Krossinsee.,['Plaetze'],['Krossinsee']
Range Query,Tell me what UBahn are there in Schloß Pfaueninsel?,['UBahn'],['Schloß Pfaueninsel']
Range Query,Discover regions in WFlaechen found within 5 kilometers from Drebkau.,['WFlaechen'],['Drebkau']
Range Query,Pinpoint all Sehenswuerdreg existing within a 4 - mile radius of Schönfeld - Beiersdorf.,['Sehenswuerdreg'],['Schönfeld - Beiersdorf']
Range Query,Get all road within 500 meters of Halensee.,['road'],['Halensee']
Range Query,Get all Flaechen within 900 meters of Hochmeisterplatz.,['Flaechen'],['Hochmeisterplatz']
Range Query,Please list all the WFlaechen pass through the Ostendstr. (Oberschöneweide).,['WFlaechen'],['Ostendstr. (Oberschöneweide)']
Range Query,What road cross the Rathaus Spandau?,['road'],['Rathaus Spandau']
